gene,gene_full,effect_size,cohens_d,pvalue,ecdna_pos_mean,ecdna_neg_mean,ecdna_pos_std,ecdna_neg_std,n_pos,n_neg,fdr,category
PPP1R15B,PPP1R15B (84919),-0.09603468563267081,-0.21605933971008648,0.0484136046303813,-0.8230241591409715,-0.7269894735083007,0.4698345363287702,0.41759506233318044,92,970,0.644978088733076,Other
ECD,ECD (11319),-0.09571671987447905,-0.2578874235339412,0.009565722013392085,-2.0857671612826008,-1.9900504414081217,0.3496418909500182,0.3914914692889228,92,970,0.5413818324435578,Other
PSMD7,PSMD7 (5713),-0.09473520027783544,-0.30463504613438736,0.004602093586608773,-2.0178674304141957,-1.9231322301363603,0.26553143677528596,0.3505842754827527,92,970,0.45420343872360064,Other
HNRNPH1,HNRNPH1 (3187),-0.09335238462375584,-0.21165441627877637,0.03129468721201591,-1.0933058235853068,-0.999953438961551,0.43309021634538497,0.4488891214908903,92,970,0.581989228720821,Other
HAUS5,HAUS5 (23354),-0.09239675437425787,-0.2567734527062871,0.009796077706819456,-1.413108346534728,-1.3207115921604702,0.3545388954395751,0.36505949148030525,92,970,0.5413818324435578,Other
KIF11,KIF11 (3832),-0.09228063281239596,-0.22418415315647636,0.037281829462602445,-2.3651744369476693,-2.2728938041352733,0.38803501931812745,0.4339414782776644,92,970,0.6126928150760833,Mitosis
KIF23,KIF23 (9493),-0.09227321783387676,-0.22165336859177728,0.023190139721723218,-2.1424199991078225,-2.050146781273946,0.40485100104701294,0.4274329620321911,92,970,0.5684515569708362,Other
NDC80,NDC80 (10403),-0.09200201585120205,-0.3080176095058666,0.009964920222811655,-2.15694048533359,-2.064938469482388,0.3030691995774407,0.2942471888483151,92,970,0.5413818324435578,Mitosis
POLR2G,POLR2G (5436),-0.0903212224349772,-0.2655721261133767,0.004776935655754637,-1.6583233417286993,-1.5680021192937221,0.3413097972309396,0.3388869597293353,92,970,0.45420343872360064,Other
TUBGCP2,TUBGCP2 (10844),-0.09023716833745032,-0.28413283319587174,0.003648489983579702,-1.3958472976393306,-1.3056101293018803,0.2809278847811561,0.3504336667836405,92,970,0.4517095283374291,Other
RUVBL2,RUVBL2 (10856),-0.0896522806028619,-0.2613691606209198,0.0210714432779169,-1.9027758870617155,-1.8131236064588536,0.3412687331828545,0.34474281315555405,92,970,0.5645526669808266,Other
TP53,TP53 (7157),-0.08948032016781199,-0.22239335326618426,0.0125514280793568,0.18528032492885443,0.2747606450966664,0.36723029284746816,0.43464413294518384,92,970,0.5527700342299862,Other
MCM2,MCM2 (4171),-0.08909415269511123,-0.2821499579693085,0.017925372789706653,-1.9072120546236513,-1.81811790192854,0.3075323879705316,0.3237957630825742,92,970,0.5625890202798417,DNA_replication
CLSPN,CLSPN (63967),-0.08817713299525398,-0.34030937032250563,0.00015765939397777856,-0.8639480514086233,-0.7757709184133693,0.23808891207895624,0.27854685565364984,92,970,0.3649045221990285,Other
NRDE2,NRDE2 (55051),-0.08787650030002636,-0.3144559932177488,0.0021801059136289337,-1.1423929479807626,-1.0545164476807363,0.2834964154250896,0.2753555701083445,92,970,0.45157223790850254,Other
TFDP1,TFDP1 (7027),-0.08768691254493577,-0.29455694925631387,0.007887211013605604,-0.6467753949929648,-0.559088482448029,0.315762541853857,0.27844876991485534,92,970,0.5294442070017639,Other
SMU1,SMU1 (55234),-0.08717444806599906,-0.271515565402543,0.015491095605434423,-2.708291651792814,-2.621117203726815,0.2867228923329173,0.3520751126237994,92,970,0.5554079278733375,Other
MIB1,MIB1 (57534),-0.08658503726030153,-0.2905699822199845,0.002549564073618382,-0.29572114138850447,-0.20913610412820294,0.3164745070780781,0.2782662832917784,92,970,0.45157223790850254,Other
STX18,STX18 (53407),-0.08606279230627623,-0.2778968315881829,0.0035412862753421287,-1.1255714740073253,-1.039508681701049,0.30514558997071284,0.3141752272927153,92,970,0.4517095283374291,Other
SF3B4,SF3B4 (10262),-0.08543867711751973,-0.24737004684670744,0.01882252000849726,-2.1448641596648774,-2.0594254825473577,0.3555676903352506,0.33489928921734136,92,970,0.5625890202798417,Other
RAB18,RAB18 (22931),-0.08511008224844063,-0.28567494305688385,0.041675313249845185,-0.29304496875723124,-0.2079348865087906,0.35050508006438064,0.2338083911011022,92,970,0.6257681168886023,Other
PAFAH1B1,PAFAH1B1 (5048),-0.08461358925811235,-0.29609594723929566,0.0057372384554485595,-1.8390422452740005,-1.7544286560158882,0.27438104170786637,0.29671076074334407,92,970,0.47105668609143225,Other
PPP1R11,PPP1R11 (6992),-0.08460439869457081,-0.21942851844080621,0.01661870858353403,-1.211842540816086,-1.1272381421215152,0.38820763057942026,0.38290818808366156,92,970,0.5598445637762965,Other
RACGAP1,RACGAP1 (29127),-0.08453941345552884,-0.24122952063786748,0.03144535854487677,-1.3794575358524106,-1.2949181223968818,0.3513061076231052,0.34959618375409957,92,970,0.581989228720821,Other
KIF14,KIF14 (9928),-0.08422915263724506,-0.26781277936669706,0.023543660074308814,-0.67772617009428,-0.593497017457035,0.33980860266861873,0.28698460895033434,92,970,0.568931930911972,Other
SNRPF,SNRPF (6636),-0.08396026322964056,-0.2770938957940106,0.026713560141531898,-2.9269242364638814,-2.842963973234241,0.2625876606900169,0.3386285216132435,92,970,0.5798586224851977,Other
CDC7,CDC7 (8317),-0.08328620506540307,-0.2870145021337247,0.003338905573764613,-2.1955966189969214,-2.1123104139315183,0.27863406686977976,0.3012860497720641,92,970,0.4517095283374291,Other
PRC1,PRC1 (9055),-0.08312574090990288,-0.2248827614357887,0.016944963081399835,-1.6497432415607522,-1.5666175006508494,0.3642796044326759,0.3749244391547564,92,970,0.5611773067545945,Other
RNF8,RNF8 (9025),-0.08308937606477385,-0.27006034235051424,0.009006109233819087,-0.6933044749487997,-0.6102150988840258,0.3280669975113717,0.28582038982830366,92,970,0.5333195008220223,Other
ORC6,ORC6 (23594),-0.08276016540893627,-0.1762057472667106,0.0770812123433018,-1.7969454167266172,-1.714185251317681,0.4889762461975251,0.4495544866782723,92,970,0.7053481908988016,DNA_replication
TOPBP1,TOPBP1 (11073),-0.08207340207206304,-0.24304390876022533,0.03059942782726692,-1.5800098995447664,-1.4979364974727034,0.33975553074283754,0.3356109665944607,92,970,0.581989228720821,Other
PPP1R2,PPP1R2 (5504),-0.08172475450753725,-0.22411374883951024,0.015616151511089917,-0.9494706818332765,-0.8677459273257393,0.35917900691091564,0.37005485265916865,92,970,0.5554079278733375,Other
URI1,URI1 (8725),-0.08171312148355958,-0.22472709388020765,0.021635706067475675,-1.691358157318913,-1.6096450358353533,0.35117222787079844,0.37563705408347847,92,970,0.5645526669808266,Other
VRK1,VRK1 (7443),-0.08099653179357313,-0.20483718595543696,0.046930646561436584,-0.6538352815470864,-0.5728387497535132,0.401630067876113,0.38910896619323276,92,970,0.638884909719734,Other
INTS5,INTS5 (80789),-0.08099480477686016,-0.3056223894316677,0.003598359860767338,-0.9779614890225179,-0.8969666842456577,0.2825795558892918,0.24620254131705493,92,970,0.4517095283374291,Other
POLD2,POLD2 (5425),-0.08059829546918751,-0.24539014711800888,0.03225910058116263,-1.4607410827950853,-1.3801427873258978,0.3343957954406742,0.3223937505975447,92,970,0.5891801006179443,DNA_replication
PSMB5,PSMB5 (5693),-0.08056173368891195,-0.13637631959658877,0.13669740155001753,-1.6822983546831747,-1.6017366209942627,0.5595480669432592,0.620348638040998,92,970,0.7744018997424263,Other
ETF1,ETF1 (2107),-0.08012313428129891,-0.24757324003033437,0.011345903447689312,-2.404559494449432,-2.324436360168133,0.32135918759947957,0.3258930649447351,92,970,0.5485320024169572,Other
E2F3,E2F3 (1871),-0.07973037566500879,-0.28704291646704566,0.03231053126075875,-0.4047427357965208,-0.325012360131512,0.3084755207714101,0.24320620131427706,92,970,0.5891801006179443,Other
GPX4,GPX4 (2879),-0.07971849532500186,-0.1217112053596813,0.13826118372984814,-0.9172688863669315,-0.8375503910419296,0.6834688404362782,0.6251958757835222,92,970,0.7744018997424263,Other
IARS2,IARS2 (55699),-0.07954890377146695,-0.1979367879453628,0.07616010358320169,-1.3154293066416312,-1.2358804028701642,0.4190160230346514,0.38400186439721357,92,970,0.7037412600446379,Other
NCAPD3,NCAPD3 (23310),-0.07910403312464087,-0.2208361627113294,0.014429798656591598,-0.8234373475142762,-0.7443333143896353,0.34596045616901977,0.37003947660664255,92,970,0.5532918049810529,Other
POLR1A,POLR1A (25885),-0.07840873090645983,-0.2676740365521818,0.005830899825150256,-1.6923732123441853,-1.6139644814377254,0.2538441804344704,0.32737534528402973,92,970,0.4755453020950814,Other
LSM7,LSM7 (51690),-0.07827454031325276,-0.253507806366098,0.025128393302782694,-2.1664818069070377,-2.088207266593785,0.2879266089491269,0.32828479217281376,92,970,0.5798586224851977,Other
RPS4X,RPS4X (6191),-0.07767723593879428,-0.16852098238808372,0.1888253315094502,-2.106356722507794,-2.0286794865689997,0.4059971324519094,0.5099888842188713,92,970,0.8057624720866586,Other
NUP160,NUP160 (23279),-0.07692724098862569,-0.27815096057125394,0.0022898240482772834,-1.5784478657441374,-1.5015206247555117,0.26311290011067456,0.28939535754856477,92,970,0.45157223790850254,Other
CCT3,CCT3 (7203),-0.07650730555648133,-0.2408881455593251,0.028659843847934297,-2.102758679370191,-2.0262513738137096,0.29149821873484966,0.3417232770824657,92,970,0.581989228720821,Other
SRRM1,SRRM1 (10250),-0.07600308380019438,-0.30468935644202766,0.01104262980713961,-1.0471140170347373,-0.9711109332345429,0.25209326091973316,0.24676730686722534,92,970,0.5433984612617796,Other
MCM3,MCM3 (4172),-0.07569407976135212,-0.20811090948687874,0.03705088674253898,-1.454872623855063,-1.379178544093711,0.36034369791716886,0.36706505512687865,92,970,0.6111995522850027,DNA_replication
MINDY2,MINDY2 (54629),-0.07564274221260897,-0.3989270996307159,0.0001846373745356941,-0.4506866976367982,-0.3750439554241892,0.1880372954390429,0.1911805811536045,92,970,0.3649045221990285,Other
RBM8A,RBM8A (9939),-0.07548128487331018,-0.19733917382204091,0.06306430213909432,-1.6205086400956772,-1.545027355222367,0.38344090979049517,0.38154712700539506,92,970,0.6695019861518328,Other
TUBGCP3,TUBGCP3 (10426),-0.07508316149195804,-0.2782580781037065,0.0035868795304424264,-1.295282451393617,-1.220199289901659,0.25876673888048607,0.28046260847928506,92,970,0.4517095283374291,Other
CHCHD4,CHCHD4 (131474),-0.07500375702272688,-0.29002484026344233,0.0056851428383141184,-1.0448973728905957,-0.9698936158678688,0.2640922876141328,0.2530120007312229,92,970,0.47025022728481664,Other
ASPM,ASPM (259266),-0.07431864128876403,-0.331241554399209,0.001044028060663229,-0.3808504689359619,-0.3065318276471979,0.23435101355134585,0.21391097740664802,92,970,0.4267356610309536,Other
SON,SON (6651),-0.07424758641002205,-0.20781799677712262,0.028335196916271243,-1.291076585961253,-1.216828999551231,0.34088817060435694,0.3729370727648242,92,970,0.5818049315055082,Other
YPEL5,YPEL5 (51646),-0.07414122471261209,-0.18809155542553063,0.027089284401740993,-0.7926127367836414,-0.7184715120710293,0.3815714979937131,0.4063902437755419,92,970,0.5798586224851977,Other
PCNX3,PCNX3 (399909),-0.07389461473979614,-0.31541858567834485,0.0006120685481111396,-0.45354182297501505,-0.3796472082352189,0.2343280076551628,0.2342215083605524,92,970,0.4267356610309536,Other
SLC7A6OS,SLC7A6OS (84138),-0.07353929443035168,-0.2530982265400762,0.0045782671753107716,-1.0932391341168965,-1.0196998396865449,0.2649862288350509,0.31405138474614097,92,970,0.45420343872360064,Other
HECTD1,HECTD1 (25831),-0.07345659367225027,-0.3380636760740387,0.000712722651248234,-0.37736658907048776,-0.3039099953982375,0.20224109188619835,0.2313551017259713,92,970,0.4267356610309536,Other
CTNNBL1,CTNNBL1 (56259),-0.07310831697719122,-0.20213779188159775,0.0216909835028377,-1.0702464908271818,-0.9971381738499906,0.3629336123315538,0.3604132940972735,92,970,0.5645526669808266,Other
GTF2F2,GTF2F2 (2963),-0.07290494037134176,-0.23376756497810877,0.014718868305197575,-1.124810961753547,-1.0519060213822051,0.3311688495078849,0.2912939852158705,92,970,0.5532918049810529,Other
SARS1,SARS1 (6301),-0.07265654197752491,-0.2111834551843741,0.17355567127739158,-2.597769031285968,-2.525112489308443,0.3007599521757791,0.38246165816293526,92,970,0.7964938564166473,Other
MAD2L2,MAD2L2 (10459),-0.07264223656428892,-0.1784900128361936,0.11202114323657614,-0.9595555162763071,-0.8869132797120182,0.4342831021534316,0.37771287108171275,92,970,0.7513854776740827,Other
SNRPD1,SNRPD1 (6632),-0.07185313814125305,-0.19800199238770386,0.049350252073932385,-2.6212752956401157,-2.5494221574988627,0.3524945103577621,0.3729977946698376,92,970,0.6471149131828264,Other
IPO13,IPO13 (9670),-0.07166293834698068,-0.19582565629607385,0.030013718631947833,-1.1132766268923604,-1.0416136885453797,0.3767814401089772,0.35479371981273344,92,970,0.581989228720821,Other
TANGO6,TANGO6 (79613),-0.07145108663111133,-0.21348510884116328,0.03884168885035534,-1.4793648755461581,-1.4079137889150468,0.34158171658292535,0.3276510188874715,92,970,0.6190904068541112,Other
NRBF2,NRBF2 (29982),-0.07107054608396735,-0.381068315367233,0.00011730882175584707,-0.4141995161287067,-0.34312897004473936,0.18640812169685342,0.186598680199773,92,970,0.3649045221990285,Other
PIK3CA,PIK3CA (5290),-0.0710041759968788,-0.18845169465297673,0.062406261179014176,-0.5617061942218058,-0.490702018224927,0.3937731947915686,0.3589760179782163,92,970,0.668674362078901,Other
